"permit_number","streetname","Cross Street 1","Cross Street 2","Utility / Contractor","Permit Reason","Utility Type","Effective Date","Expiration Date","Status","cnn"
"09EXC-4183","KANSAS ST","17TH ST","MARIPOSA ST","Pacific Gas & Electric","Install ground rod","Electric","2009-07-27 00:00:00","2009-09-09 00:00:00","APPROVED","7728000"
"09EXC-3555","LYON ST","MCALLISTER ST","GOLDEN GATE AVE","Pacific Gas & Electric","Replace Service","Gas","2009-08-24 00:00:00","2009-10-07 00:00:00","APPROVED","8560000"
"09EXC-4715","SENECA AVE","DELANO AVE","SAN JOSE AVE","San Francisco Water Department","Repair Leak","Water Service","2009-08-12 00:00:00","2009-09-10 00:00:00","APPROVED","11762000"
"09EXC-2760","GEARY BLVD","39TH AVE","40TH AVE","Pacific Gas & Electric","Replace Pole","Electric","2009-07-27 00:00:00","2009-09-08 00:00:00","APPROVED","6096201"
"09EXC-4641","SCOTT ST","ALHAMBRA ST \ FRANCISCO ST","BAY ST","Pacific Gas & Electric","Repair Leak","Gas","2009-08-03 00:00:00","2009-09-16 00:00:00","APPROVED","11717000"
"09EXC-4271","POWELL ST","GEARY ST","POST ST","Pacific Gas & Electric","Repair Manhole","Electric","2009-07-30 00:00:00","2009-09-12 00:00:00","APPROVED","10678000"
"09EXC-4724","BUSH ST","PIERCE ST","","Synergy Project Management","Reconstruct Pavement","Street / Roadway:Sewer","2009-08-11 00:00:00","2009-09-09 00:00:00","APPROVED","26632000"
"09EXC-4724","PIERCE ST","BUSH ST","","Synergy Project Management","Reconstruct Pavement","Street / Roadway:Sewer","2009-08-11 00:00:00","2009-09-09 00:00:00","APPROVED","26632000"
"09EXC-4724","BUSH ST","PIERCE ST","SCOTT ST","Synergy Project Management","Reconstruct Pavement","Street / Roadway:Sewer","2009-08-11 00:00:00","2009-09-09 00:00:00","APPROVED","3455000"
"09EXC-4724","BUSH ST","STEINER ST","PIERCE ST","Synergy Project Management","Reconstruct Pavement","Street / Roadway:Sewer","2009-08-11 00:00:00","2009-09-09 00:00:00","APPROVED","3454000"
"09EXC-4724","BUSH ST","SCOTT ST","","Synergy Project Management","Reconstruct Pavement","Street / Roadway:Sewer","2009-08-11 00:00:00","2009-09-09 00:00:00","APPROVED","26627000"
"09EXC-4724","SCOTT ST","BUSH ST","","Synergy Project Management","Reconstruct Pavement","Street / Roadway:Sewer","2009-08-11 00:00:00","2009-09-09 00:00:00","APPROVED","26627000"
"09EXC-4724","BUSH ST","SCOTT ST","DIVISADERO ST","Synergy Project Management","Reconstruct Pavement","Street / Roadway:Sewer","2009-08-11 00:00:00","2009-09-09 00:00:00","APPROVED","3456000"
"09EXC-4724","BUSH ST","EUCLID AVE \ PRESIDIO AVE","","Synergy Project Management","Reconstruct Pavement","Street / Roadway:Sewer","2009-08-11 00:00:00","2009-09-09 00:00:00","APPROVED","26840000"
"09EXC-4724","EUCLID AVE","BUSH ST \ PRESIDIO AVE","","Synergy Project Management","Reconstruct Pavement","Street / Roadway:Sewer","2009-08-11 00:00:00","2009-09-09 00:00:00","APPROVED","26840000"
"09EXC-4724","PRESIDIO AVE","BUSH ST \ EUCLID AVE","","Synergy Project Management","Reconstruct Pavement","Street / Roadway:Sewer","2009-08-11 00:00:00","2009-09-09 00:00:00","APPROVED","26840000"
"09EXC-4724","BUSH ST","FILLMORE ST","","Synergy Project Management","Reconstruct Pavement","Street / Roadway:Sewer","2009-08-11 00:00:00","2009-09-09 00:00:00","APPROVED","26608000"
"09EXC-4724","FILLMORE ST","BUSH ST","","Synergy Project Management","Reconstruct Pavement","Street / Roadway:Sewer","2009-08-11 00:00:00","2009-09-09 00:00:00","APPROVED","26608000"
"09EXC-5246","WILDER ST","CARRIE ST","DIAMOND ST","Pacific Gas & Electric","Repair Leak","Gas","2009-08-28 00:00:00","2009-10-11 00:00:00","APPROVED","13632000"
"09EXC-5246","WILDER ST","ARLINGTON ST \ NATICK ST \ SAN JOSE AV OFF RAMP","CARRIE ST","Pacific Gas & Electric","Repair Leak","Gas","2009-08-28 00:00:00","2009-10-11 00:00:00","APPROVED","13631000"
"09EXC-4213","21ST ST","FOLSOM ST","SHOTWELL ST","Pacific Gas & Electric","Install New Service","Gas","2009-07-27 00:00:00","2009-09-09 00:00:00","APPROVED","1105000"
"09EXC-5108","10TH AVE","GEARY BLVD","ANZA ST","LC General Engineering & Construction","Repair Sidewalk","Sidewalk/Curb","2009-08-24 00:00:00","2009-10-10 00:00:00","APPROVED","465000"
"09EXC-4893","04TH ST","MINNA ST","HOWARD ST","Pacific Gas & Electric","Repair Conduit","Electric","2009-08-24 00:00:00","2009-10-07 00:00:00","APPROVED","253000"
"09EXC-4504","POST ST","SHANNON ST","OPHIR ALY","Pacific Gas & Electric","Repair Leak","Gas","2009-07-28 00:00:00","2009-09-10 00:00:00","APPROVED","10633000"
"09EXC-5024","LONE MOUNTAIN TER","ROSSI AVE","STANYAN BLVD","Pacific Gas & Electric","Repair Leak","Gas","2009-09-08 00:00:00","2009-10-22 00:00:00","APPROVED","8481000"
"09EXC-4493","BANKS ST","CRESCENT AVE","END","Pacific Gas & Electric","Repair Leak","Gas","2009-07-28 00:00:00","2009-09-10 00:00:00","APPROVED","2721000"
"09EXC-5079","CAYUGA AVE","ROTTECK ST","LYELL ST","Pacific Gas & Electric","Raise / Adjust Casting","Electric","2009-08-22 00:00:00","2009-10-05 00:00:00","APPROVED","3820000"
"09EXC-4739","RUTLAND ST","LELAND AVE","VISITACION AVE","Pacific Gas & Electric","Repair Leak","Gas","2009-08-06 00:00:00","2009-09-19 00:00:00","APPROVED","11211000"
"09EXC-4410","ULLOA ST","WEST PORTAL AVE","LENOX WAY","Clear Channel Outdoor","Install Newsrack","NewsRack","2009-08-15 00:00:00","2009-09-13 00:00:00","APPROVED","12785000"
"09EXC-4811","14TH AVE","NORIEGA ST","ORTEGA ST","Pacific Gas & Electric","Repair Leak","Gas","2009-08-10 00:00:00","2009-09-23 00:00:00","APPROVED","565000"
"09EXC-4503","BERKELEY WAY","ONIQUE LN","CRAGS CT","Pacific Gas & Electric","Repair Leak","Gas","2009-07-28 00:00:00","2009-09-10 00:00:00","APPROVED","2936000"
"09EXC-0252","23RD AVE","FULTON ST","","San Francisco Water Department","Repair Main","Water Service","3009-01-16 00:00:00","3009-02-14 00:00:00","APPROVED","27513000"
"09EXC-0252","FULTON ST","23RD AVE","","San Francisco Water Department","Repair Main","Water Service","3009-01-16 00:00:00","3009-02-14 00:00:00","APPROVED","27513000"
"09EXC-5201","16TH ST","OWENS ST","07TH ST \ MISSISSIPPI ST","Pacific Gas & Electric","Repair Main","Telephone","2009-08-31 00:00:00","2009-09-29 00:00:00","APPROVED","699001"
"09EXC-3959","CAPP ST","25TH ST","26TH ST","Pacific Gas & Electric","Raise / Adjust Casting","Gas","2009-07-20 00:00:00","2009-09-02 00:00:00","APPROVED","3682000"
"09EXC-5243","28TH AVE","ORTEGA ST","PACHECO ST","San Francisco Water Department","Install New Main","Water Service","2009-08-31 00:00:00","2009-09-29 00:00:00","APPROVED","1590000"
"09EXC-4564","CARL ST","COLE ST","SHRADER ST","Pacific Gas & Electric","Repair Leak","Gas","2009-07-30 00:00:00","2009-09-12 00:00:00","APPROVED","3695000"
"09EXC-4704","20TH ST","CONNECTICUT ST","ARKANSAS ST","San Francisco Water Department","Install New Service","Water Service","2009-08-11 00:00:00","2009-09-09 00:00:00","APPROVED","1035000"
"09EXC-5204","ATHENS ST","PERSIA AVE","RUSSIA AVE","Pacific Gas & Electric","Repair Leak","Gas","2009-08-27 00:00:00","2009-10-10 00:00:00","APPROVED","2537000"
"09EXC-5271","DOLORES ST","19TH ST","CUMBERLAND ST","San Francisco Water Department","Install New Service","Water Service","2009-09-08 00:00:00","2009-10-07 00:00:00","APPROVED","4871101"
"09EXC-4809","HAZELWOOD AVE","GLOBE ALY \ LOS PALMOS DR","CASITAS AVE \ YERBA BUENA AVE","San Francisco Water Department","Repair Service","Water Service","2009-08-13 00:00:00","2009-09-11 00:00:00","APPROVED","6845000"
"09EXC-4911","WALLER ST","OCTAVIA ST","LAGUNA ST","San Francisco Water Department","Install New Fire Service","Water Service","2009-08-24 00:00:00","2009-09-02 00:00:00","APPROVED","13359000"
"09EXC-5196","LELAND AVE","RUTLAND ST","","McGuire and Hester Heavy Civil Eng. Constr. Co.","Replace Main","Sewer","2009-08-31 00:00:00","2009-11-20 00:00:00","APPROVED","20356000"
"09EXC-5196","RUTLAND ST","LELAND AVE","","McGuire and Hester Heavy Civil Eng. Constr. Co.","Replace Main","Sewer","2009-08-31 00:00:00","2009-11-20 00:00:00","APPROVED","20356000"
"09EXC-5196","LELAND AVE","PEABODY ST","RUTLAND ST","McGuire and Hester Heavy Civil Eng. Constr. Co.","Replace Main","Sewer","2009-08-31 00:00:00","2009-11-20 00:00:00","APPROVED","8295000"
"09EXC-5196","LELAND AVE","PEABODY ST","","McGuire and Hester Heavy Civil Eng. Constr. Co.","Replace Main","Sewer","2009-08-31 00:00:00","2009-11-20 00:00:00","APPROVED","20347000"
"09EXC-5196","PEABODY ST","LELAND AVE","","McGuire and Hester Heavy Civil Eng. Constr. Co.","Replace Main","Sewer","2009-08-31 00:00:00","2009-11-20 00:00:00","APPROVED","20347000"
"09EXC-5196","LELAND AVE","ALPHA ST","PEABODY ST","McGuire and Hester Heavy Civil Eng. Constr. Co.","Replace Main","Sewer","2009-08-31 00:00:00","2009-11-20 00:00:00","APPROVED","8294000"
"09EXC-5196","ALPHA ST","LELAND AVE","","McGuire and Hester Heavy Civil Eng. Constr. Co.","Replace Main","Sewer","2009-08-31 00:00:00","2009-11-20 00:00:00","APPROVED","20314000"
"09EXC-5196","LELAND AVE","ALPHA ST","","McGuire and Hester Heavy Civil Eng. Constr. Co.","Replace Main","Sewer","2009-08-31 00:00:00","2009-11-20 00:00:00","APPROVED","20314000"
"09EXC-5196","LELAND AVE","DESMOND ST","ALPHA ST","McGuire and Hester Heavy Civil Eng. Constr. Co.","Replace Main","Sewer","2009-08-31 00:00:00","2009-11-20 00:00:00","APPROVED","8293000"
"09EXC-5196","DESMOND ST","LELAND AVE","","McGuire and Hester Heavy Civil Eng. Constr. Co.","Replace Main","Sewer","2009-08-31 00:00:00","2009-11-20 00:00:00","APPROVED","20315000"
"09EXC-5196","LELAND AVE","DESMOND ST","","McGuire and Hester Heavy Civil Eng. Constr. Co.","Replace Main","Sewer","2009-08-31 00:00:00","2009-11-20 00:00:00","APPROVED","20315000"
"09EXC-5196","LELAND AVE","BAY SHORE BLVD","DESMOND ST","McGuire and Hester Heavy Civil Eng. Constr. Co.","Replace Main","Sewer","2009-08-31 00:00:00","2009-11-20 00:00:00","APPROVED","8292000"
"09EXC-5196","BAY SHORE BLVD","LELAND AVE","","McGuire and Hester Heavy Civil Eng. Constr. Co.","Replace Main","Sewer","2009-08-31 00:00:00","2009-11-20 00:00:00","APPROVED","20313000"
"09EXC-5196","LELAND AVE","BAY SHORE BLVD","","McGuire and Hester Heavy Civil Eng. Constr. Co.","Replace Main","Sewer","2009-08-31 00:00:00","2009-11-20 00:00:00","APPROVED","20313000"
"09EXC-4646","22ND ST","DE HARO ST","RHODE ISLAND ST","Pacific Gas & Electric","Repair Leak","Gas","2009-08-03 00:00:00","2009-09-16 00:00:00","APPROVED","1171000"
"09EXC-4041","BAY SHORE BLVD","SUNNYDALE AVE","END","Black and Veatch Construction, Inc.","Replace Main","Electric","2009-07-20 00:00:00","2009-12-31 00:00:00","APPROVED","2827201"
"09EXC-4041","BAY SHORE BLVD","SUNNYDALE AVE","","Black and Veatch Construction, Inc.","Replace Main","Electric","2009-07-20 00:00:00","2009-12-31 00:00:00","APPROVED","20306000"
"09EXC-4041","SUNNYDALE AVE","BAY SHORE BLVD","","Black and Veatch Construction, Inc.","Replace Main","Electric","2009-07-20 00:00:00","2009-12-31 00:00:00","APPROVED","20306000"
"09EXC-4041","BAY SHORE BLVD","VISITACION AVE","SUNNYDALE AVE","Black and Veatch Construction, Inc.","Replace Main","Electric","2009-07-20 00:00:00","2009-12-31 00:00:00","APPROVED","2826201"
"09EXC-4041","BAY SHORE BLVD","VISITACION AVE","","Black and Veatch Construction, Inc.","Replace Main","Electric","2009-07-20 00:00:00","2009-12-31 00:00:00","APPROVED","20308000"
"09EXC-4041","VISITACION AVE","BAY SHORE BLVD","","Black and Veatch Construction, Inc.","Replace Main","Electric","2009-07-20 00:00:00","2009-12-31 00:00:00","APPROVED","20308000"
"09EXC-4041","BAY SHORE BLVD","LELAND AVE","VISITACION AVE","Black and Veatch Construction, Inc.","Replace Main","Electric","2009-07-20 00:00:00","2009-12-31 00:00:00","APPROVED","2825201"
"09EXC-4041","BAY SHORE BLVD","LELAND AVE","","Black and Veatch Construction, Inc.","Replace Main","Electric","2009-07-20 00:00:00","2009-12-31 00:00:00","APPROVED","20313000"
"09EXC-4041","LELAND AVE","BAY SHORE BLVD","","Black and Veatch Construction, Inc.","Replace Main","Electric","2009-07-20 00:00:00","2009-12-31 00:00:00","APPROVED","20313000"
"09EXC-4041","BAY SHORE BLVD","RAYMOND AVE","LELAND AVE","Black and Veatch Construction, Inc.","Replace Main","Electric","2009-07-20 00:00:00","2009-12-31 00:00:00","APPROVED","2824202"
"09EXC-4041","RAYMOND AVE","BAY SHORE BLVD","ALPHA ST","Black and Veatch Construction, Inc.","Replace Main","Electric","2009-07-20 00:00:00","2009-12-31 00:00:00","APPROVED","10942000"
"09EXC-4041","ALPHA ST","ARLETA AVE","RAYMOND AVE","Black and Veatch Construction, Inc.","Replace Main","Electric","2009-07-20 00:00:00","2009-12-31 00:00:00","APPROVED","2217000"
"09EXC-4041","ALPHA ST","ARLETA AVE","","Black and Veatch Construction, Inc.","Replace Main","Electric","2009-07-20 00:00:00","2009-12-31 00:00:00","APPROVED","20319000"
"09EXC-4041","ARLETA AVE","ALPHA ST","","Black and Veatch Construction, Inc.","Replace Main","Electric","2009-07-20 00:00:00","2009-12-31 00:00:00","APPROVED","20319000"
"09EXC-4041","ALPHA ST","TEDDY AVE","ARLETA AVE","Black and Veatch Construction, Inc.","Replace Main","Electric","2009-07-20 00:00:00","2009-12-31 00:00:00","APPROVED","2216000"
"09EXC-4041","ALPHA ST","TEDDY AVE","","Black and Veatch Construction, Inc.","Replace Main","Electric","2009-07-20 00:00:00","2009-12-31 00:00:00","APPROVED","20322000"
"09EXC-4041","TEDDY AVE","ALPHA ST","","Black and Veatch Construction, Inc.","Replace Main","Electric","2009-07-20 00:00:00","2009-12-31 00:00:00","APPROVED","20322000"
"09EXC-4041","ALPHA ST","END","TEDDY AVE","Black and Veatch Construction, Inc.","Replace Main","Electric","2009-07-20 00:00:00","2009-12-31 00:00:00","APPROVED","2215000"
"09EXC-4041","ALPHA ST","CAMPBELL AVE","END","Black and Veatch Construction, Inc.","Replace Main","Electric","2009-07-20 00:00:00","2009-12-31 00:00:00","APPROVED","2214000"
"09EXC-4041","ALPHA ST","CAMPBELL AVE","","Black and Veatch Construction, Inc.","Replace Main","Electric","2009-07-20 00:00:00","2009-12-31 00:00:00","APPROVED","20329000"
"09EXC-4041","CAMPBELL AVE","ALPHA ST","","Black and Veatch Construction, Inc.","Replace Main","Electric","2009-07-20 00:00:00","2009-12-31 00:00:00","APPROVED","20329000"
"09EXC-4041","CAMPBELL AVE","HOLYOKE ST","ALPHA ST","Black and Veatch Construction, Inc.","Replace Main","Electric","2009-07-20 00:00:00","2009-12-31 00:00:00","APPROVED","3642000"
"09EXC-4041","CAMPBELL AVE","HOLYOKE ST","","Black and Veatch Construction, Inc.","Replace Main","Electric","2009-07-20 00:00:00","2009-12-31 00:00:00","APPROVED","20325000"
"09EXC-4041","HOLYOKE ST","CAMPBELL AVE","","Black and Veatch Construction, Inc.","Replace Main","Electric","2009-07-20 00:00:00","2009-12-31 00:00:00","APPROVED","20325000"
"09EXC-4041","CAMPBELL AVE","SOMERSET ST","HOLYOKE ST","Black and Veatch Construction, Inc.","Replace Main","Electric","2009-07-20 00:00:00","2009-12-31 00:00:00","APPROVED","3641000"
"09EXC-4041","CAMPBELL AVE","SOMERSET ST","","Black and Veatch Construction, Inc.","Replace Main","Electric","2009-07-20 00:00:00","2009-12-31 00:00:00","APPROVED","20324000"
"09EXC-4041","SOMERSET ST","CAMPBELL AVE","","Black and Veatch Construction, Inc.","Replace Main","Electric","2009-07-20 00:00:00","2009-12-31 00:00:00","APPROVED","20324000"
"09EXC-4041","CAMPBELL AVE","SOMERSET ST","SOMERSET ST","Black and Veatch Construction, Inc.","Replace Main","Electric","2009-07-20 00:00:00","2009-12-31 00:00:00","APPROVED","3640000"
"09EXC-4041","CAMPBELL AVE","SOMERSET ST","","Black and Veatch Construction, Inc.","Replace Main","Electric","2009-07-20 00:00:00","2009-12-31 00:00:00","APPROVED","33345000"
"09EXC-4041","SOMERSET ST","CAMPBELL AVE","","Black and Veatch Construction, Inc.","Replace Main","Electric","2009-07-20 00:00:00","2009-12-31 00:00:00","APPROVED","33345000"
"09EXC-4041","CAMPBELL AVE","GOETTINGEN ST","SOMERSET ST","Black and Veatch Construction, Inc.","Replace Main","Electric","2009-07-20 00:00:00","2009-12-31 00:00:00","APPROVED","3639000"
"09EXC-4041","CAMPBELL AVE","BRUSSELS ST","GOETTINGEN ST","Black and Veatch Construction, Inc.","Replace Main","Electric","2009-07-20 00:00:00","2009-12-31 00:00:00","APPROVED","3638000"
"09EXC-4041","CAMPBELL AVE","GOETTINGEN ST","","Black and Veatch Construction, Inc.","Replace Main","Electric","2009-07-20 00:00:00","2009-12-31 00:00:00","APPROVED","20305000"
"09EXC-4041","GOETTINGEN ST","CAMPBELL AVE","","Black and Veatch Construction, Inc.","Replace Main","Electric","2009-07-20 00:00:00","2009-12-31 00:00:00","APPROVED","20305000"
"09EXC-4041","BRUSSELS ST","CAMPBELL AVE","","Black and Veatch Construction, Inc.","Replace Main","Electric","2009-07-20 00:00:00","2009-12-31 00:00:00","APPROVED","20302000"
"09EXC-4041","CAMPBELL AVE","BRUSSELS ST","","Black and Veatch Construction, Inc.","Replace Main","Electric","2009-07-20 00:00:00","2009-12-31 00:00:00","APPROVED","20302000"
"09EXC-4041","BRUSSELS ST","WILDE AVE","CAMPBELL AVE","Black and Veatch Construction, Inc.","Replace Main","Electric","2009-07-20 00:00:00","2009-12-31 00:00:00","APPROVED","3274000"
"09EXC-4041","BRUSSELS ST","WILDE AVE","","Black and Veatch Construction, Inc.","Replace Main","Electric","2009-07-20 00:00:00","2009-12-31 00:00:00","APPROVED","20303000"
"09EXC-4041","WILDE AVE","BRUSSELS ST","","Black and Veatch Construction, Inc.","Replace Main","Electric","2009-07-20 00:00:00","2009-12-31 00:00:00","APPROVED","20303000"
"09EXC-4041","BRUSSELS ST","HARKNESS AVE","WILDE AVE","Black and Veatch Construction, Inc.","Replace Main","Electric","2009-07-20 00:00:00","2009-12-31 00:00:00","APPROVED","3273000"
"09EXC-4041","HARKNESS AVE","GIRARD ST","BRUSSELS ST","Black and Veatch Construction, Inc.","Replace Main","Electric","2009-07-20 00:00:00","2009-12-31 00:00:00","APPROVED","6677000"
"09EXC-4041","GIRARD ST","HARKNESS AVE","","Black and Veatch Construction, Inc.","Replace Main","Electric","2009-07-20 00:00:00","2009-12-31 00:00:00","APPROVED","20557000"
"09EXC-4041","HARKNESS AVE","GIRARD ST","","Black and Veatch Construction, Inc.","Replace Main","Electric","2009-07-20 00:00:00","2009-12-31 00:00:00","APPROVED","20557000"
"09EXC-4041","GIRARD ST","WARD ST","HARKNESS AVE","Black and Veatch Construction, Inc.","Replace Main","Electric","2009-07-20 00:00:00","2009-12-31 00:00:00","APPROVED","6206000"
"09EXC-4041","GIRARD ST","WARD ST","","Black and Veatch Construction, Inc.","Replace Main","Electric","2009-07-20 00:00:00","2009-12-31 00:00:00","APPROVED","20559000"
"09EXC-4041","WARD ST","GIRARD ST","","Black and Veatch Construction, Inc.","Replace Main","Electric","2009-07-20 00:00:00","2009-12-31 00:00:00","APPROVED","20559000"
"09EXC-4041","GIRARD ST","ORDWAY ST","WARD ST","Black and Veatch Construction, Inc.","Replace Main","Electric","2009-07-20 00:00:00","2009-12-31 00:00:00","APPROVED","6205000"
"09EXC-4041","GIRARD ST","ORDWAY ST","","Black and Veatch Construction, Inc.","Replace Main","Electric","2009-07-20 00:00:00","2009-12-31 00:00:00","APPROVED","20563000"
"09EXC-4041","ORDWAY ST","GIRARD ST","","Black and Veatch Construction, Inc.","Replace Main","Electric","2009-07-20 00:00:00","2009-12-31 00:00:00","APPROVED","20563000"
